filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes,shape,x,y,width,height,Class
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,5,"{""name"":""rect"",""x"":216,""y"":88,""width"":33,""height"":27}","{""class_name"":""hardhat""}",rect,216,88,33,27,hardhat
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,6,"{""name"":""rect"",""x"":275,""y"":85,""width"":50,""height"":38}","{""class_name"":""hardhat""}",rect,275,85,50,38,hardhat
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,7,"{""name"":""rect"",""x"":346,""y"":70,""width"":52,""height"":25}","{""class_name"":""hardhat""}",rect,346,70,52,25,hardhat
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,8,"{""name"":""rect"",""x"":423,""y"":111,""width"":58,""height"":38}","{""class_name"":""hardhat""}",rect,423,111,58,38,hardhat
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,9,"{""name"":""rect"",""x"":35,""y"":137,""width"":64,""height"":92}","{""class_name"":""vest""}",rect,35,137,64,92,vest
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,10,"{""name"":""rect"",""x"":98,""y"":122,""width"":50,""height"":82}","{""class_name"":""vest""}",rect,98,122,50,82,vest
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,11,"{""name"":""rect"",""x"":197,""y"":133,""width"":56,""height"":94}","{""class_name"":""vest""}",rect,197,133,56,94,vest
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,12,"{""name"":""rect"",""x"":264,""y"":138,""width"":63,""height"":105}","{""class_name"":""vest""}",rect,264,138,63,105,vest
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,13,"{""name"":""rect"",""x"":343,""y"":118,""width"":71,""height"":93}","{""class_name"":""vest""}",rect,343,118,71,93,vest
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,14,"{""name"":""rect"",""x"":168,""y"":135,""width"":26,""height"":94}","{""class_name"":""vest""}",rect,168,135,26,94,vest
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,15,"{""name"":""rect"",""x"":415,""y"":171,""width"":89,""height"":127}","{""class_name"":""vest""}",rect,415,171,89,127,vest
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,16,"{""name"":""rect"",""x"":517,""y"":166,""width"":95,""height"":126}","{""class_name"":""vest""}",rect,517,166,95,126,vest
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,17,"{""name"":""rect"",""x"":699,""y"":128,""width"":97,""height"":127}","{""class_name"":""vest""}",rect,699,128,97,127,vest
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,18,"{""name"":""rect"",""x"":539,""y"":101,""width"":58,""height"":54}","{""class_name"":""hardhat""}",rect,539,101,58,54,hardhat
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,19,"{""name"":""rect"",""x"":726,""y"":72,""width"":49,""height"":35}","{""class_name"":""hardhat""}",rect,726,72,49,35,hardhat
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,20,"{""name"":""rect"",""x"":715,""y"":409,""width"":40,""height"":36}","{""class_name"":""boots""}",rect,715,409,40,36,boots
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,21,"{""name"":""rect"",""x"":173,""y"":297,""width"":19,""height"":44}","{""class_name"":""boots""}",rect,173,297,19,44,boots
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,22,"{""name"":""rect"",""x"":132,""y"":296,""width"":22,""height"":45}","{""class_name"":""boots""}",rect,132,296,22,45,boots
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,23,"{""name"":""rect"",""x"":375,""y"":315,""width"":30,""height"":32}","{""class_name"":""boots""}",rect,375,315,30,32,boots
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,24,"{""name"":""rect"",""x"":404,""y"":419,""width"":37,""height"":27}","{""class_name"":""boots""}",rect,404,419,37,27,boots
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,25,"{""name"":""rect"",""x"":301,""y"":306,""width"":23,""height"":39}","{""class_name"":""boots""}",rect,301,306,23,39,boots
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,26,"{""name"":""rect"",""x"":283,""y"":336,""width"":26,""height"":24}","{""class_name"":""boots""}",rect,283,336,26,24,boots
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,27,"{""name"":""rect"",""x"":213,""y"":331,""width"":21,""height"":16}","{""class_name"":""boots""}",rect,213,331,21,16,boots
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,28,"{""name"":""rect"",""x"":193,""y"":301,""width"":25,""height"":37}","{""class_name"":""boots""}",rect,193,301,25,37,boots
26.jpeg,59887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",30,29,"{""name"":""rect"",""x"":347,""y"":335,""width"":27,""height"":20}","{""class_name"":""boots""}",rect,347,335,27,20,boots
27.jpg,12102,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,0,"{""name"":""rect"",""x"":58,""y"":39,""width"":12,""height"":18}","{""class_name"":""hardhat""}",rect,58,39,12,18,hardhat
27.jpg,12102,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,1,"{""name"":""rect"",""x"":98,""y"":41,""width"":22,""height"":13}","{""class_name"":""hardhat""}",rect,98,41,22,13,hardhat
27.jpg,12102,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,2,"{""name"":""rect"",""x"":136,""y"":40,""width"":24,""height"":11}","{""class_name"":""hardhat""}",rect,136,40,24,11,hardhat
27.jpg,12102,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,3,"{""name"":""rect"",""x"":180,""y"":35,""width"":26,""height"":16}","{""class_name"":""hardhat""}",rect,180,35,26,16,hardhat
27.jpg,12102,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,4,"{""name"":""rect"",""x"":235,""y"":39,""width"":19,""height"":14}","{""class_name"":""hardhat""}",rect,235,39,19,14,hardhat
27.jpg,12102,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,5,"{""name"":""rect"",""x"":182,""y"":56,""width"":34,""height"":40}","{""class_name"":""vest""}",rect,182,56,34,40,vest
27.jpg,12102,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,6,"{""name"":""rect"",""x"":131,""y"":56,""width"":35,""height"":41}","{""class_name"":""vest""}",rect,131,56,35,41,vest
27.jpg,12102,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,7,"{""name"":""rect"",""x"":96,""y"":60,""width"":30,""height"":41}","{""class_name"":""vest""}",rect,96,60,30,41,vest
27.jpg,12102,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,8,"{""name"":""rect"",""x"":48,""y"":58,""width"":31,""height"":48}","{""class_name"":""vest""}",rect,48,58,31,48,vest
27.jpg,12102,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,9,"{""name"":""rect"",""x"":97,""y"":137,""width"":11,""height"":14}","{""class_name"":""boots""}",rect,97,137,11,14,boots
27.jpg,12102,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,10,"{""name"":""rect"",""x"":110,""y"":136,""width"":11,""height"":15}","{""class_name"":""boots""}",rect,110,136,11,15,boots
27.jpg,12102,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,11,"{""name"":""rect"",""x"":136,""y"":139,""width"":13,""height"":12}","{""class_name"":""boots""}",rect,136,139,13,12,boots
27.jpg,12102,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,12,"{""name"":""rect"",""x"":154,""y"":131,""width"":11,""height"":18}","{""class_name"":""boots""}",rect,154,131,11,18,boots
27.jpg,12102,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,13,"{""name"":""rect"",""x"":185,""y"":141,""width"":12,""height"":14}","{""class_name"":""boots""}",rect,185,141,12,14,boots
27.jpg,12102,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,14,"{""name"":""rect"",""x"":198,""y"":143,""width"":8,""height"":10}","{""class_name"":""boots""}",rect,198,143,8,10,boots
27.jpg,12102,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,15,"{""name"":""rect"",""x"":236,""y"":144,""width"":10,""height"":11}","{""class_name"":""boots""}",rect,236,144,10,11,boots
27.jpg,12102,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,16,"{""name"":""rect"",""x"":251,""y"":140,""width"":15,""height"":14}","{""class_name"":""boots""}",rect,251,140,15,14,boots
27.jpg,12102,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,17,"{""name"":""rect"",""x"":51,""y"":131,""width"":11,""height"":17}","{""class_name"":""boots""}",rect,51,131,11,17,boots
27.jpg,12102,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,18,"{""name"":""rect"",""x"":62,""y"":140,""width"":9,""height"":13}","{""class_name"":""boots""}",rect,62,140,9,13,boots
28.jpg,12047,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,0,"{""name"":""rect"",""x"":132,""y"":32,""width"":19,""height"":14}","{""class_name"":""hardhat""}",rect,132,32,19,14,hardhat
28.jpg,12047,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,1,"{""name"":""rect"",""x"":167,""y"":43,""width"":17,""height"":15}","{""class_name"":""hardhat""}",rect,167,43,17,15,hardhat
28.jpg,12047,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,2,"{""name"":""rect"",""x"":206,""y"":34,""width"":21,""height"":11}","{""class_name"":""hardhat""}",rect,206,34,21,11,hardhat
28.jpg,12047,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,3,"{""name"":""rect"",""x"":189,""y"":40,""width"":18,""height"":13}","{""class_name"":""hardhat""}",rect,189,40,18,13,hardhat
28.jpg,12047,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,4,"{""name"":""rect"",""x"":125,""y"":51,""width"":26,""height"":41}","{""class_name"":""vest""}",rect,125,51,26,41,vest
28.jpg,12047,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,5,"{""name"":""rect"",""x"":160,""y"":62,""width"":29,""height"":43}","{""class_name"":""vest""}",rect,160,62,29,43,vest
28.jpg,12047,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,6,"{""name"":""rect"",""x"":190,""y"":60,""width"":23,""height"":51}","{""class_name"":""vest""}",rect,190,60,23,51,vest
28.jpg,12047,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,7,"{""name"":""rect"",""x"":215,""y"":54,""width"":30,""height"":57}","{""class_name"":""vest""}",rect,215,54,30,57,vest
28.jpg,12047,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,8,"{""name"":""rect"",""x"":122,""y"":153,""width"":11,""height"":17}","{""class_name"":""boots""}",rect,122,153,11,17,boots
28.jpg,12047,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,9,"{""name"":""rect"",""x"":132,""y"":151,""width"":17,""height"":11}","{""class_name"":""boots""}",rect,132,151,17,11,boots
28.jpg,12047,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,10,"{""name"":""rect"",""x"":151,""y"":157,""width"":19,""height"":8}","{""class_name"":""boots""}",rect,151,157,19,8,boots
28.jpg,12047,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,11,"{""name"":""rect"",""x"":177,""y"":158,""width"":8,""height"":11}","{""class_name"":""boots""}",rect,177,158,8,11,boots
28.jpg,12047,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,12,"{""name"":""rect"",""x"":189,""y"":159,""width"":23,""height"":13}","{""class_name"":""boots""}",rect,189,159,23,13,boots
28.jpg,12047,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,13,"{""name"":""rect"",""x"":199,""y"":173,""width"":27,""height"":10}","{""class_name"":""boots""}",rect,199,173,27,10,boots
29.jpeg,111120,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":139,""y"":224,""width"":26,""height"":18}","{""class_name"":""hardhat""}",rect,139,224,26,18,hardhat
29.jpeg,111120,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":230,""y"":209,""width"":35,""height"":21}","{""class_name"":""hardhat""}",rect,230,209,35,21,hardhat
29.jpeg,111120,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":306,""y"":197,""width"":40,""height"":24}","{""class_name"":""hardhat""}",rect,306,197,40,24,hardhat
29.jpeg,111120,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":513,""y"":153,""width"":40,""height"":57}","{""class_name"":""hardhat""}",rect,513,153,40,57,hardhat
30.jpg,122741,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,0,"{""name"":""rect"",""x"":98,""y"":122,""width"":171,""height"":82}","{""class_name"":""hardhat""}",rect,98,122,171,82,hardhat
30.jpg,122741,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,1,"{""name"":""rect"",""x"":274,""y"":172,""width"":93,""height"":51}","{""class_name"":""hardhat""}",rect,274,172,93,51,hardhat
30.jpg,122741,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,2,"{""name"":""rect"",""x"":419,""y"":183,""width"":55,""height"":35}","{""class_name"":""hardhat""}",rect,419,183,55,35,hardhat
30.jpg,122741,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,3,"{""name"":""rect"",""x"":612,""y"":204,""width"":107,""height"":63}","{""class_name"":""hardhat""}",rect,612,204,107,63,hardhat
30.jpg,122741,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,4,"{""name"":""rect"",""x"":718,""y"":158,""width"":113,""height"":73}","{""class_name"":""hardhat""}",rect,718,158,113,73,hardhat
30.jpg,122741,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,5,"{""name"":""rect"",""x"":402,""y"":258,""width"":118,""height"":156}","{""class_name"":""vest""}",rect,402,258,118,156,vest
30.jpg,122741,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,6,"{""name"":""rect"",""x"":608,""y"":307,""width"":123,""height"":216}","{""class_name"":""vest""}",rect,608,307,123,216,vest
30.jpg,122741,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,7,"{""name"":""rect"",""x"":447,""y"":591,""width"":42,""height"":68}","{""class_name"":""boots""}",rect,447,591,42,68,boots
30.jpg,122741,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,8,"{""name"":""rect"",""x"":538,""y"":595,""width"":48,""height"":59}","{""class_name"":""boots""}",rect,538,595,48,59,boots
30.jpg,122741,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,9,"{""name"":""rect"",""x"":341,""y"":619,""width"":79,""height"":41}","{""class_name"":""boots""}",rect,341,619,79,41,boots
31.jpg,9461,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,0,"{""name"":""rect"",""x"":30,""y"":37,""width"":38,""height"":17}","{""class_name"":""hardhat""}",rect,30,37,38,17,hardhat
31.jpg,9461,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,1,"{""name"":""rect"",""x"":145,""y"":70,""width"":15,""height"":8}","{""class_name"":""hardhat""}",rect,145,70,15,8,hardhat
31.jpg,9461,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,2,"{""name"":""rect"",""x"":205,""y"":71,""width"":12,""height"":9}","{""class_name"":""hardhat""}",rect,205,71,12,9,hardhat
31.jpg,9461,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,3,"{""name"":""rect"",""x"":219,""y"":81,""width"":10,""height"":5}","{""class_name"":""hardhat""}",rect,219,81,10,5,hardhat
31.jpg,9461,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,4,"{""name"":""rect"",""x"":244,""y"":86,""width"":7,""height"":4}","{""class_name"":""hardhat""}",rect,244,86,7,4,hardhat
31.jpg,9461,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,5,"{""name"":""rect"",""x"":4,""y"":56,""width"":52,""height"":75}","{""class_name"":""vest""}",rect,4,56,52,75,vest
31.jpg,9461,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,6,"{""name"":""rect"",""x"":135,""y"":84,""width"":29,""height"":43}","{""class_name"":""vest""}",rect,135,84,29,43,vest
31.jpg,9461,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,7,"{""name"":""rect"",""x"":200,""y"":83,""width"":21,""height"":30}","{""class_name"":""vest""}",rect,200,83,21,30,vest
31.jpg,9461,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,8,"{""name"":""rect"",""x"":200,""y"":135,""width"":8,""height"":15}","{""class_name"":""boots""}",rect,200,135,8,15,boots
31.jpg,9461,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,9,"{""name"":""rect"",""x"":161,""y"":156,""width"":19,""height"":13}","{""class_name"":""boots""}",rect,161,156,19,13,boots
31.jpg,9461,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,10,"{""name"":""rect"",""x"":136,""y"":167,""width"":16,""height"":10}","{""class_name"":""boots""}",rect,136,167,16,10,boots
31.jpg,9461,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,11,"{""name"":""rect"",""x"":213,""y"":142,""width"":12,""height"":8}","{""class_name"":""boots""}",rect,213,142,12,8,boots
31.jpg,9461,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,12,"{""name"":""rect"",""x"":223,""y"":133,""width"":17,""height"":9}","{""class_name"":""boots""}",rect,223,133,17,9,boots
32.jpg,128341,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":613,""y"":149,""width"":85,""height"":110}","{""class_name"":""hardhat""}",rect,613,149,85,110,hardhat
32.jpg,128341,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":383,""y"":201,""width"":250,""height"":201}","{""class_name"":""vest""}",rect,383,201,250,201,vest
32.jpg,128341,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":389,""y"":614,""width"":119,""height"":77}","{""class_name"":""boots""}",rect,389,614,119,77,boots
32.jpg,128341,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":452,""y"":544,""width"":131,""height"":40}","{""class_name"":""boots""}",rect,452,544,131,40,boots
33.jpg,97636,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":162,""y"":48,""width"":63,""height"":62}","{""class_name"":""hardhat""}",rect,162,48,63,62,hardhat
33.jpg,97636,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":432,""y"":41,""width"":45,""height"":35}","{""class_name"":""hardhat""}",rect,432,41,45,35,hardhat
33.jpg,97636,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":548,""y"":35,""width"":48,""height"":56}","{""class_name"":""hardhat""}",rect,548,35,48,56,hardhat
33.jpg,97636,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":7,""y"":333,""width"":81,""height"":76}","{""class_name"":""boots""}",rect,7,333,81,76,boots
34.jpg,174621,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""rect"",""x"":248,""y"":180,""width"":175,""height"":108}","{""class_name"":""hardhat""}",rect,248,180,175,108,hardhat
34.jpg,174621,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""rect"",""x"":549,""y"":149,""width"":123,""height"":132}","{""class_name"":""hardhat""}",rect,549,149,123,132,hardhat
34.jpg,174621,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""rect"",""x"":743,""y"":146,""width"":161,""height"":132}","{""class_name"":""hardhat""}",rect,743,146,161,132,hardhat
34.jpg,174621,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""rect"",""x"":121,""y"":293,""width"":236,""height"":403}","{""class_name"":""hardhat""}",rect,121,293,236,403,hardhat
34.jpg,174621,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""rect"",""x"":541,""y"":229,""width"":195,""height"":273}","{""class_name"":""hardhat""}",rect,541,229,195,273,hardhat
34.jpg,174621,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""rect"",""x"":778,""y"":245,""width"":323,""height"":264}","{""class_name"":""hardhat""}",rect,778,245,323,264,hardhat
35.jpg,49518,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,0,"{""name"":""rect"",""x"":41,""y"":62,""width"":43,""height"":27}","{""class_name"":""hardhat""}",rect,41,62,43,27,hardhat
35.jpg,49518,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,1,"{""name"":""rect"",""x"":116,""y"":70,""width"":35,""height"":19}","{""class_name"":""hardhat""}",rect,116,70,35,19,hardhat
35.jpg,49518,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,2,"{""name"":""rect"",""x"":166,""y"":62,""width"":30,""height"":24}","{""class_name"":""hardhat""}",rect,166,62,30,24,hardhat
35.jpg,49518,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,3,"{""name"":""rect"",""x"":198,""y"":92,""width"":33,""height"":24}","{""class_name"":""hardhat""}",rect,198,92,33,24,hardhat
35.jpg,49518,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,4,"{""name"":""rect"",""x"":258,""y"":78,""width"":31,""height"":19}","{""class_name"":""hardhat""}",rect,258,78,31,19,hardhat
35.jpg,49518,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,5,"{""name"":""rect"",""x"":316,""y"":78,""width"":25,""height"":19}","{""class_name"":""hardhat""}",rect,316,78,25,19,hardhat
35.jpg,49518,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,6,"{""name"":""rect"",""x"":365,""y"":82,""width"":28,""height"":28}","{""class_name"":""hardhat""}",rect,365,82,28,28,hardhat
35.jpg,49518,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,7,"{""name"":""rect"",""x"":25,""y"":105,""width"":75,""height"":106}","{""class_name"":""vest""}",rect,25,105,75,106,vest
35.jpg,49518,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,8,"{""name"":""rect"",""x"":98,""y"":90,""width"":66,""height"":103}","{""class_name"":""vest""}",rect,98,90,66,103,vest
35.jpg,49518,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,9,"{""name"":""rect"",""x"":178,""y"":126,""width"":64,""height"":72}","{""class_name"":""vest""}",rect,178,126,64,72,vest
35.jpg,49518,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,10,"{""name"":""rect"",""x"":302,""y"":107,""width"":54,""height"":88}","{""class_name"":""vest""}",rect,302,107,54,88,vest
35.jpg,49518,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,11,"{""name"":""rect"",""x"":354,""y"":113,""width"":56,""height"":79}","{""class_name"":""vest""}",rect,354,113,56,79,vest
35.jpg,49518,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,12,"{""name"":""rect"",""x"":247,""y"":273,""width"":23,""height"":19}","{""class_name"":""boots""}",rect,247,273,23,19,boots
35.jpg,49518,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,13,"{""name"":""rect"",""x"":284,""y"":276,""width"":25,""height"":19}","{""class_name"":""boots""}",rect,284,276,25,19,boots
35.jpg,49518,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,14,"{""name"":""rect"",""x"":369,""y"":268,""width"":35,""height"":31}","{""class_name"":""boots""}",rect,369,268,35,31,boots
35.jpg,49518,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,15,"{""name"":""rect"",""x"":204,""y"":292,""width"":35,""height"":16}","{""class_name"":""boots""}",rect,204,292,35,16,boots
35.jpg,49518,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,16,"{""name"":""rect"",""x"":317,""y"":265,""width"":33,""height"":21}","{""class_name"":""boots""}",rect,317,265,33,21,boots
36.jpg,97935,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":747,""y"":228,""width"":126,""height"":71}","{""class_name"":""hardhat""}",rect,747,228,126,71,hardhat
36.jpg,97935,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":1052,""y"":203,""width"":103,""height"":44}","{""class_name"":""hardhat""}",rect,1052,203,103,44,hardhat
36.jpg,97935,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1068,""y"":728,""width"":108,""height"":56}","{""class_name"":""boots""}",rect,1068,728,108,56,boots
36.jpg,97935,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":756,""y"":852,""width"":144,""height"":40}","{""class_name"":""boots""}",rect,756,852,144,40,boots
37.jpg,246608,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,0,"{""name"":""rect"",""x"":380,""y"":441,""width"":155,""height"":258}","{""class_name"":""vest""}",rect,380,441,155,258,vest
37.jpg,246608,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,1,"{""name"":""rect"",""x"":544,""y"":436,""width"":130,""height"":214}","{""class_name"":""vest""}",rect,544,436,130,214,vest
37.jpg,246608,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,2,"{""name"":""rect"",""x"":747,""y"":441,""width"":153,""height"":245}","{""class_name"":""vest""}",rect,747,441,153,245,vest
37.jpg,246608,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,3,"{""name"":""rect"",""x"":882,""y"":486,""width"":118,""height"":197}","{""class_name"":""vest""}",rect,882,486,118,197,vest
37.jpg,246608,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,4,"{""name"":""rect"",""x"":995,""y"":473,""width"":167,""height"":218}","{""class_name"":""vest""}",rect,995,473,167,218,vest
37.jpg,246608,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,5,"{""name"":""rect"",""x"":389,""y"":924,""width"":52,""height"":68}","{""class_name"":""boots""}",rect,389,924,52,68,boots
37.jpg,246608,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,6,"{""name"":""rect"",""x"":430,""y"":927,""width"":61,""height"":68}","{""class_name"":""boots""}",rect,430,927,61,68,boots
37.jpg,246608,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",17,7,"{""name"":""rect"",""x"":489,""y"":915,""width"":68,""height"":62}","{""class_name"":""boots""}",rect,489,915,68,62,boots
